Tanggal,Wilayah,Jenis_Perkebunan,Jenis_Proses,Produksi_kg,Harga_per_kg_IDR,Kualitas,Profit,Year,Month,Month_Name,Quarter,Kombinasi
2025-12-10,Sulawesi,Perkebunan Swasta,Roasting,888.09,41341.02,Grade C,36714546.451799996,2025,12,December,4,Sulawesi | Perkebunan Swasta | Roasting
2025-04-02,Jawa Timur,Perkebunan Rakyat,Fermentasi,810.71,45220.66,Grade B,36660841.2686,2025,4,April,2,Jawa Timur | Perkebunan Rakyat | Fermentasi
2025-02-28,Jawa Barat,Perkebunan Negara,Penggilingan,1997.32,38510.23,Grade B,76917252.5836,2025,2,February,1,Jawa Barat | Perkebunan Negara | Penggilingan
2024-12-24,Bali,Perkebunan Negara,Fermentasi,1141.94,37442.89,Grade A,42757533.806600004,2024,12,December,4,Bali | Perkebunan Negara | Fermentasi
2025-11-21,Sumatera,Perkebunan Negara,Pengeringan,1558.51,26334.67,Grade C,41042846.5417,2025,11,November,4,Sumatera | Perkebunan Negara | Pengeringan
2024-08-04,Bali,Perkebunan Swasta,Pengeringan,557.2,46936.45,Grade A,26152989.94,2024,8,August,3,Bali | Perkebunan Swasta | Pengeringan
2024-02-01,Jawa Timur,Perkebunan Swasta,Penggilingan,1357.2,55749.73,Grade A,75663533.55600001,2024,2,February,1,Jawa Timur | Perkebunan Swasta | Penggilingan
2025-04-14,Jawa Timur,Perkebunan Rakyat,Fermentasi,1128.64,52591.54,Grade C,59356915.70560001,2025,4,April,2,Jawa Timur | Perkebunan Rakyat | Fermentasi
2024-07-19,Jawa Timur,Perkebunan Negara,Fermentasi,627.43,31445.96,Grade A,19730138.6828,2024,7,July,3,Jawa Timur | Perkebunan Negara | Fermentasi
2024-02-24,Jawa Barat,Perkebunan Negara,Fermentasi,1655.6,26367.52,Grade C,43654066.111999996,2024,2,February,1,Jawa Barat | Perkebunan Negara | Fermentasi
2025-07-06,Bali,Perkebunan Swasta,Pengeringan,488.46,27266.14,Grade C,13318418.744399998,2025,7,July,3,Bali | Perkebunan Swasta | Pengeringan
2025-02-07,Sulawesi,Perkebunan Rakyat,Penggilingan,1578.22,41927.22,Grade B,66170377.1484,2025,2,February,1,Sulawesi | Perkebunan Rakyat | Penggilingan
2025-11-25,Jawa Barat,Perkebunan Swasta,Penggilingan,1391.78,32707.22,Grade C,45521254.6516,2025,11,November,4,Jawa Barat | Perkebunan Swasta | Penggilingan
2025-05-20,Sulawesi,Perkebunan Swasta,Pengeringan,1088.4,54071.94,Grade B,58851899.49600001,2025,5,May,2,Sulawesi | Perkebunan Swasta | Pengeringan
2025-02-10,Sumatera,Perkebunan Swasta,Roasting,596.98,37279.27,Grade B,22254978.604599997,2025,2,February,1,Sumatera | Perkebunan Swasta | Roasting
2024-01-30,Sulawesi,Perkebunan Negara,Roasting,1790.98,59151.73,Grade A,105939565.3954,2024,1,January,1,Sulawesi | Perkebunan Negara | Roasting
2024-09-09,Jawa Barat,Perkebunan Negara,Pengeringan,1750.4,53254.83,Grade B,93217254.43200001,2024,9,September,3,Jawa Barat | Perkebunan Negara | Pengeringan
2024-07-06,Sumatera,Perkebunan Swasta,Pengeringan,692.53,42618.61,Grade A,29514665.9833,2024,7,July,3,Sumatera | Perkebunan Swasta | Pengeringan
2025-08-27,Sulawesi,Perkebunan Negara,Penggilingan,1386.4,37743.25,Grade C,52327241.800000004,2025,8,August,3,Sulawesi | Perkebunan Negara | Penggilingan
2025-01-04,Jawa Timur,Perkebunan Negara,Fermentasi,1726.71,37260.92,Grade A,64338803.1732,2025,1,January,1,Jawa Timur | Perkebunan Negara | Fermentasi
2025-05-06,Jawa Barat,Perkebunan Negara,Pengeringan,949.82,48073.45,Grade A,45661124.279,2025,5,May,2,Jawa Barat | Perkebunan Negara | Pengeringan
2024-03-06,Jawa Timur,Perkebunan Swasta,Fermentasi,1527.49,55414.05,Grade C,84644407.2345,2024,3,March,1,Jawa Timur | Perkebunan Swasta | Fermentasi
2025-08-16,Jawa Barat,Perkebunan Negara,Pengeringan,516.86,41825.68,Grade A,21618020.9648,2025,8,August,3,Jawa Barat | Perkebunan Negara | Pengeringan
2024-05-13,Jawa Timur,Perkebunan Rakyat,Roasting,833.97,41060.1,Grade A,34242891.597,2024,5,May,2,Jawa Timur | Perkebunan Rakyat | Roasting
2025-05-01,Sumatera,Perkebunan Rakyat,Pengeringan,395.3,48441.9,Grade B,19149083.07,2025,5,May,2,Sumatera | Perkebunan Rakyat | Pengeringan
2024-03-22,Sumatera,Perkebunan Negara,Fermentasi,304.21,48991.47,Grade C,14903695.0887,2024,3,March,1,Sumatera | Perkebunan Negara | Fermentasi
2024-12-01,Bali,Perkebunan Swasta,Penggilingan,810.38,50654.05,Grade B,41049029.039000005,2024,12,December,4,Bali | Perkebunan Swasta | Penggilingan
2024-05-05,Jawa Timur,Perkebunan Negara,Pengeringan,716.81,52030.77,Grade B,37296176.2437,2024,5,May,2,Jawa Timur | Perkebunan Negara | Pengeringan
2025-03-27,Jawa Barat,Perkebunan Rakyat,Roasting,403.8,40085.8,Grade A,16186646.040000001,2025,3,March,1,Jawa Barat | Perkebunan Rakyat | Roasting
2025-08-06,Sulawesi,Perkebunan Rakyat,Fermentasi,414.27,53850.77,Grade C,22308758.487899996,2025,8,August,3,Sulawesi | Perkebunan Rakyat | Fermentasi
2024-09-03,Bali,Perkebunan Swasta,Penggilingan,1726.31,46110.11,Grade B,79600343.9941,2024,9,September,3,Bali | Perkebunan Swasta | Penggilingan
2024-03-20,Sulawesi,Perkebunan Rakyat,Penggilingan,958.44,42827.84,Grade C,41047914.9696,2024,3,March,1,Sulawesi | Perkebunan Rakyat | Penggilingan
2024-01-09,Jawa Timur,Perkebunan Rakyat,Pengeringan,1628.39,34097.49,Grade A,55524011.7411,2024,1,January,1,Jawa Timur | Perkebunan Rakyat | Pengeringan
2024-07-13,Sulawesi,Perkebunan Negara,Roasting,1982.86,43950.6,Grade C,87147886.71599999,2024,7,July,3,Sulawesi | Perkebunan Negara | Roasting
2024-04-06,Jawa Barat,Perkebunan Swasta,Roasting,1523.28,52527.88,Grade C,80014669.0464,2024,4,April,2,Jawa Barat | Perkebunan Swasta | Roasting
2024-02-15,Sulawesi,Perkebunan Negara,Pengeringan,473.19,34087.75,Grade C,16129982.4225,2024,2,February,1,Sulawesi | Perkebunan Negara | Pengeringan
2024-08-21,Jawa Timur,Perkebunan Swasta,Pengeringan,1802.35,37194.86,Grade C,67038155.921,2024,8,August,3,Jawa Timur | Perkebunan Swasta | Pengeringan
2025-09-15,Sulawesi,Perkebunan Swasta,Fermentasi,700.67,37340.78,Grade B,26163564.322599996,2025,9,September,3,Sulawesi | Perkebunan Swasta | Fermentasi
2025-12-19,Jawa Timur,Perkebunan Negara,Penggilingan,491.08,47211.78,Grade A,23184760.922399998,2025,12,December,4,Jawa Timur | Perkebunan Negara | Penggilingan
2024-08-19,NTT,Perkebunan Swasta,Roasting,759.21,27477.58,Grade C,20861253.511800002,2024,8,August,3,NTT | Perkebunan Swasta | Roasting
2025-09-10,Jawa Barat,Perkebunan Negara,Penggilingan,1567.78,30869.44,Grade B,48396490.643199995,2025,9,September,3,Jawa Barat | Perkebunan Negara | Penggilingan
2024-07-13,NTT,Perkebunan Negara,Roasting,1819.91,30407.21,Grade C,55338385.5511,2024,7,July,3,NTT | Perkebunan Negara | Roasting
2025-09-11,NTT,Perkebunan Negara,Roasting,922.2,48108.36,Grade C,44365529.592,2025,9,September,3,NTT | Perkebunan Negara | Roasting
2026-01-08,Sumatera,Perkebunan Rakyat,Pengeringan,1002.8,41671.57,Grade A,41788250.396,2026,1,January,1,Sumatera | Perkebunan Rakyat | Pengeringan
2025-02-26,Sulawesi,Perkebunan Rakyat,Penggilingan,1531.18,50679.14,Grade B,77598885.5852,2025,2,February,1,Sulawesi | Perkebunan Rakyat | Penggilingan
2025-12-19,Jawa Timur,Perkebunan Swasta,Penggilingan,1684.86,52819.71,Grade B,88993816.5906,2025,12,December,4,Jawa Timur | Perkebunan Swasta | Penggilingan
2025-09-17,Sulawesi,Perkebunan Negara,Roasting,785.23,36891.53,Grade B,28968336.1019,2025,9,September,3,Sulawesi | Perkebunan Negara | Roasting
2024-12-13,Jawa Timur,Perkebunan Swasta,Fermentasi,1554.84,47810.82,Grade A,74338175.3688,2024,12,December,4,Jawa Timur | Perkebunan Swasta | Fermentasi
2025-06-18,NTT,Perkebunan Swasta,Fermentasi,1511.13,34691.71,Grade C,52423683.732300006,2025,6,June,2,NTT | Perkebunan Swasta | Fermentasi
2024-12-03,Sulawesi,Perkebunan Rakyat,Penggilingan,1225.82,55251.36,Grade C,67728222.1152,2024,12,December,4,Sulawesi | Perkebunan Rakyat | Penggilingan
2024-05-05,NTT,Perkebunan Negara,Roasting,1804.19,31628.58,Grade C,57063967.7502,2024,5,May,2,NTT | Perkebunan Negara | Roasting
2025-12-15,Sulawesi,Perkebunan Swasta,Roasting,1621.6,48443.27,Grade B,78555606.63199998,2025,12,December,4,Sulawesi | Perkebunan Swasta | Roasting
2024-10-17,Sumatera,Perkebunan Negara,Penggilingan,1552.39,40789.42,Grade B,63321087.7138,2024,10,October,4,Sumatera | Perkebunan Negara | Penggilingan
2025-07-07,NTT,Perkebunan Swasta,Fermentasi,1978.9,33576.25,Grade C,66444041.125,2025,7,July,3,NTT | Perkebunan Swasta | Fermentasi
2024-05-09,NTT,Perkebunan Negara,Penggilingan,779.58,56035.5,Grade B,43684155.09,2024,5,May,2,NTT | Perkebunan Negara | Penggilingan
2024-09-26,Jawa Timur,Perkebunan Negara,Roasting,1965.33,38085.57,Grade C,74850713.28809999,2024,9,September,3,Jawa Timur | Perkebunan Negara | Roasting
2024-10-22,Jawa Timur,Perkebunan Negara,Roasting,1469.78,29646.66,Grade B,43574067.9348,2024,10,October,4,Jawa Timur | Perkebunan Negara | Roasting
2026-02-09,NTT,Perkebunan Swasta,Fermentasi,1899.63,39105.13,Grade C,74285278.1019,2026,2,February,1,NTT | Perkebunan Swasta | Fermentasi
2024-01-31,Jawa Barat,Perkebunan Rakyat,Fermentasi,415.38,37058.84,Grade A,15393500.959199999,2024,1,January,1,Jawa Barat | Perkebunan Rakyat | Fermentasi
2024-07-09,Jawa Barat,Perkebunan Swasta,Fermentasi,761.43,26030.9,Grade A,19820708.187,2024,7,July,3,Jawa Barat | Perkebunan Swasta | Fermentasi
2024-03-21,Jawa Timur,Perkebunan Swasta,Pengeringan,1218.22,26479.62,Grade B,32258002.6764,2024,3,March,1,Jawa Timur | Perkebunan Swasta | Pengeringan
2025-05-29,NTT,Perkebunan Negara,Fermentasi,462.76,38303.72,Grade A,17725429.4672,2025,5,May,2,NTT | Perkebunan Negara | Fermentasi
2025-10-10,Sumatera,Perkebunan Negara,Penggilingan,1119.62,46066.25,Grade B,51576694.824999996,2025,10,October,4,Sumatera | Perkebunan Negara | Penggilingan
2024-08-26,Jawa Timur,Perkebunan Swasta,Penggilingan,538.77,59247.35,Grade C,31920694.759499997,2024,8,August,3,Jawa Timur | Perkebunan Swasta | Penggilingan
2025-05-09,Jawa Barat,Perkebunan Negara,Roasting,1100.05,31003.6,Grade A,34105510.18,2025,5,May,2,Jawa Barat | Perkebunan Negara | Roasting
2024-04-29,NTT,Perkebunan Rakyat,Fermentasi,957.86,34628.06,Grade A,33168833.551599998,2024,4,April,2,NTT | Perkebunan Rakyat | Fermentasi
2025-12-29,NTT,Perkebunan Negara,Roasting,982.21,48945.27,Grade C,48074533.6467,2025,12,December,4,NTT | Perkebunan Negara | Roasting
2024-08-03,NTT,Perkebunan Negara,Roasting,358.93,52355.43,Grade A,18791934.4899,2024,8,August,3,NTT | Perkebunan Negara | Roasting
2024-08-11,Jawa Barat,Perkebunan Rakyat,Roasting,1187.02,47305.97,Grade A,56153132.5094,2024,8,August,3,Jawa Barat | Perkebunan Rakyat | Roasting
2025-05-15,Sulawesi,Perkebunan Rakyat,Fermentasi,492.56,47075.78,Grade C,23187646.1968,2025,5,May,2,Sulawesi | Perkebunan Rakyat | Fermentasi
2025-01-20,Jawa Barat,Perkebunan Negara,Roasting,488.93,27496.46,Grade B,13443844.1878,2025,1,January,1,Jawa Barat | Perkebunan Negara | Roasting
2024-03-27,Sulawesi,Perkebunan Swasta,Fermentasi,1833.6,43000.9,Grade C,78846450.24,2024,3,March,1,Sulawesi | Perkebunan Swasta | Fermentasi
2024-07-27,NTT,Perkebunan Swasta,Penggilingan,1865.45,47718.69,Grade C,89016830.26050001,2024,7,July,3,NTT | Perkebunan Swasta | Penggilingan
2025-06-11,Jawa Barat,Perkebunan Negara,Penggilingan,895.35,57788.21,Grade A,51740673.8235,2025,6,June,2,Jawa Barat | Perkebunan Negara | Penggilingan
2024-12-19,Bali,Perkebunan Rakyat,Pengeringan,1459.88,27974.26,Grade A,40839062.6888,2024,12,December,4,Bali | Perkebunan Rakyat | Pengeringan
2024-04-15,Sulawesi,Perkebunan Negara,Penggilingan,1568.24,36960.9,Grade C,57963561.816,2024,4,April,2,Sulawesi | Perkebunan Negara | Penggilingan
2024-02-27,Bali,Perkebunan Swasta,Pengeringan,1106.83,29561.16,Grade B,32719178.722799998,2024,2,February,1,Bali | Perkebunan Swasta | Pengeringan
2025-06-28,Jawa Timur,Perkebunan Rakyat,Penggilingan,330.98,32450.09,Grade A,10740330.7882,2025,6,June,2,Jawa Timur | Perkebunan Rakyat | Penggilingan
2024-04-28,NTT,Perkebunan Swasta,Fermentasi,453.96,39084.92,Grade A,17742990.2832,2024,4,April,2,NTT | Perkebunan Swasta | Fermentasi
2025-06-12,NTT,Perkebunan Rakyat,Fermentasi,439.09,36087.95,Grade C,15845857.965499997,2025,6,June,2,NTT | Perkebunan Rakyat | Fermentasi
2024-07-02,NTT,Perkebunan Rakyat,Penggilingan,1772.7,33343.94,Grade C,59108802.43800001,2024,7,July,3,NTT | Perkebunan Rakyat | Penggilingan
2025-02-19,Sulawesi,Perkebunan Rakyat,Fermentasi,391.98,35779.87,Grade C,14024993.442600003,2025,2,February,1,Sulawesi | Perkebunan Rakyat | Fermentasi
2024-10-26,Jawa Timur,Perkebunan Rakyat,Roasting,1359.55,44374.02,Grade B,60328698.890999995,2024,10,October,4,Jawa Timur | Perkebunan Rakyat | Roasting
2024-01-09,Sumatera,Perkebunan Rakyat,Pengeringan,1521.29,44589.16,Grade C,67833043.2164,2024,1,January,1,Sumatera | Perkebunan Rakyat | Pengeringan
2024-11-05,Jawa Barat,Perkebunan Swasta,Pengeringan,1406.86,45701.06,Grade A,64294993.27159999,2024,11,November,4,Jawa Barat | Perkebunan Swasta | Pengeringan
2025-06-10,Sumatera,Perkebunan Swasta,Fermentasi,1837.58,56926.54,Grade A,104607071.3732,2025,6,June,2,Sumatera | Perkebunan Swasta | Fermentasi
2024-04-26,Bali,Perkebunan Swasta,Pengeringan,1784.69,46744.25,Grade C,83423995.5325,2024,4,April,2,Bali | Perkebunan Swasta | Pengeringan
2025-04-01,Jawa Timur,Perkebunan Negara,Roasting,767.37,52921.52,Grade C,40610386.8024,2025,4,April,2,Jawa Timur | Perkebunan Negara | Roasting
2025-04-12,Jawa Timur,Perkebunan Rakyat,Fermentasi,388.29,41843.64,Grade B,16247466.9756,2025,4,April,2,Jawa Timur | Perkebunan Rakyat | Fermentasi
2024-09-06,Sulawesi,Perkebunan Negara,Penggilingan,1702.15,44792.41,Grade C,76243400.6815,2024,9,September,3,Sulawesi | Perkebunan Negara | Penggilingan
2024-12-18,NTT,Perkebunan Rakyat,Penggilingan,1377.92,26810.88,Grade B,36943247.769600004,2024,12,December,4,NTT | Perkebunan Rakyat | Penggilingan
2025-03-24,Sulawesi,Perkebunan Swasta,Pengeringan,218.48,33905.11,Grade A,7407588.4328,2025,3,March,1,Sulawesi | Perkebunan Swasta | Pengeringan
2025-08-01,NTT,Perkebunan Rakyat,Fermentasi,986.53,29458.9,Grade B,29062088.617000002,2025,8,August,3,NTT | Perkebunan Rakyat | Fermentasi
2024-12-09,Sulawesi,Perkebunan Negara,Roasting,1047.67,36951.4,Grade B,38712873.238000005,2024,12,December,4,Sulawesi | Perkebunan Negara | Roasting
2024-07-31,NTT,Perkebunan Swasta,Penggilingan,732.0,40637.39,Grade C,29746569.48,2024,7,July,3,NTT | Perkebunan Swasta | Penggilingan
2025-04-29,Bali,Perkebunan Negara,Fermentasi,861.77,40383.08,Grade C,34800926.8516,2025,4,April,2,Bali | Perkebunan Negara | Fermentasi
2024-08-21,Jawa Barat,Perkebunan Swasta,Penggilingan,1433.54,27638.76,Grade B,39621268.0104,2024,8,August,3,Jawa Barat | Perkebunan Swasta | Penggilingan
2024-06-19,Sumatera,Perkebunan Negara,Penggilingan,881.21,58578.46,Grade C,51619924.736600004,2024,6,June,2,Sumatera | Perkebunan Negara | Penggilingan
2025-07-19,Jawa Barat,Perkebunan Swasta,Penggilingan,1185.08,50098.61,Grade B,59370860.7388,2025,7,July,3,Jawa Barat | Perkebunan Swasta | Penggilingan
2025-02-02,NTT,Perkebunan Swasta,Penggilingan,1421.38,45672.52,Grade B,64918006.4776,2025,2,February,1,NTT | Perkebunan Swasta | Penggilingan
2024-10-31,Sumatera,Perkebunan Negara,Fermentasi,1203.51,51375.5,Grade B,61830928.005,2024,10,October,4,Sumatera | Perkebunan Negara | Fermentasi
2025-06-25,Sumatera,Perkebunan Rakyat,Penggilingan,1597.16,54193.42,Grade B,86555562.6872,2025,6,June,2,Sumatera | Perkebunan Rakyat | Penggilingan
2026-02-13,Sumatera,Perkebunan Rakyat,Fermentasi,1362.24,40666.78,Grade C,55397914.3872,2026,2,February,1,Sumatera | Perkebunan Rakyat | Fermentasi
2024-10-02,Sulawesi,Perkebunan Swasta,Penggilingan,1209.73,26279.49,Grade A,31791087.437700003,2024,10,October,4,Sulawesi | Perkebunan Swasta | Penggilingan
2025-02-15,Sumatera,Perkebunan Negara,Penggilingan,573.68,52883.26,Grade B,30338068.5968,2025,2,February,1,Sumatera | Perkebunan Negara | Penggilingan
2025-10-06,NTT,Perkebunan Swasta,Penggilingan,376.94,58953.21,Grade B,22221822.9774,2025,10,October,4,NTT | Perkebunan Swasta | Penggilingan
2025-01-26,Jawa Timur,Perkebunan Rakyat,Pengeringan,903.87,48734.72,Grade A,44049851.3664,2025,1,January,1,Jawa Timur | Perkebunan Rakyat | Pengeringan
2024-01-08,Jawa Barat,Perkebunan Negara,Fermentasi,1144.61,34290.78,Grade B,39249569.6958,2024,1,January,1,Jawa Barat | Perkebunan Negara | Fermentasi
2024-10-26,NTT,Perkebunan Rakyat,Penggilingan,277.25,40424.02,Grade A,11207559.545,2024,10,October,4,NTT | Perkebunan Rakyat | Penggilingan
2025-11-16,NTT,Perkebunan Negara,Roasting,1910.9,35268.33,Grade A,67394251.797,2025,11,November,4,NTT | Perkebunan Negara | Roasting
2024-08-30,Sumatera,Perkebunan Negara,Roasting,531.31,45688.07,Grade C,24274528.471699998,2024,8,August,3,Sumatera | Perkebunan Negara | Roasting
2025-05-28,Sumatera,Perkebunan Swasta,Pengeringan,944.98,47659.99,Grade A,45037737.3502,2025,5,May,2,Sumatera | Perkebunan Swasta | Pengeringan
2024-06-27,Jawa Timur,Perkebunan Negara,Pengeringan,1682.75,25441.74,Grade B,42812087.985,2024,6,June,2,Jawa Timur | Perkebunan Negara | Pengeringan
2024-06-22,Bali,Perkebunan Swasta,Penggilingan,1258.92,54692.11,Grade B,68852991.12120001,2024,6,June,2,Bali | Perkebunan Swasta | Penggilingan
2024-04-12,Sumatera,Perkebunan Rakyat,Penggilingan,1751.18,31201.01,Grade C,54638584.6918,2024,4,April,2,Sumatera | Perkebunan Rakyat | Penggilingan
2025-01-06,Jawa Timur,Perkebunan Rakyat,Roasting,732.04,25662.34,Grade B,18785859.3736,2025,1,January,1,Jawa Timur | Perkebunan Rakyat | Roasting
2025-11-26,NTT,Perkebunan Rakyat,Fermentasi,1263.95,32579.95,Grade C,41179427.8025,2025,11,November,4,NTT | Perkebunan Rakyat | Fermentasi
2024-01-10,Jawa Barat,Perkebunan Rakyat,Fermentasi,1382.79,58734.81,Grade B,81217907.9199,2024,1,January,1,Jawa Barat | Perkebunan Rakyat | Fermentasi
2024-06-11,Sulawesi,Perkebunan Swasta,Roasting,224.45,53686.2,Grade C,12049867.589999998,2024,6,June,2,Sulawesi | Perkebunan Swasta | Roasting
2025-06-07,Jawa Barat,Perkebunan Negara,Roasting,1120.82,33829.55,Grade A,37916836.231,2025,6,June,2,Jawa Barat | Perkebunan Negara | Roasting
2024-04-03,Jawa Barat,Perkebunan Negara,Pengeringan,562.25,35746.69,Grade B,20098576.4525,2024,4,April,2,Jawa Barat | Perkebunan Negara | Pengeringan
2024-02-10,NTT,Perkebunan Rakyat,Roasting,780.23,55391.7,Grade A,43218266.091,2024,2,February,1,NTT | Perkebunan Rakyat | Roasting
2024-11-24,Bali,Perkebunan Negara,Fermentasi,1452.38,45666.55,Grade B,66325183.889000006,2024,11,November,4,Bali | Perkebunan Negara | Fermentasi
2024-11-09,Jawa Barat,Perkebunan Negara,Roasting,1559.36,45870.46,Grade B,71528560.50559999,2024,11,November,4,Jawa Barat | Perkebunan Negara | Roasting
2025-12-06,Bali,Perkebunan Rakyat,Roasting,603.08,58026.87,Grade C,34994844.759600006,2025,12,December,4,Bali | Perkebunan Rakyat | Roasting
2024-11-20,NTT,Perkebunan Negara,Penggilingan,253.75,55288.34,Grade C,14029416.274999999,2024,11,November,4,NTT | Perkebunan Negara | Penggilingan
2024-06-02,Bali,Perkebunan Negara,Pengeringan,1907.9,45763.45,Grade B,87312086.255,2024,6,June,2,Bali | Perkebunan Negara | Pengeringan
2024-12-20,NTT,Perkebunan Negara,Fermentasi,731.06,48495.38,Grade C,35453032.502799995,2024,12,December,4,NTT | Perkebunan Negara | Fermentasi
2026-01-11,Jawa Barat,Perkebunan Rakyat,Roasting,1516.37,26043.28,Grade A,39491248.493599996,2026,1,January,1,Jawa Barat | Perkebunan Rakyat | Roasting
2025-06-03,Sulawesi,Perkebunan Negara,Fermentasi,674.56,59212.82,Grade B,39942599.85919999,2025,6,June,2,Sulawesi | Perkebunan Negara | Fermentasi
2024-01-06,Jawa Timur,Perkebunan Rakyat,Roasting,641.94,33665.6,Grade B,21611295.264000002,2024,1,January,1,Jawa Timur | Perkebunan Rakyat | Roasting
2025-06-21,Sumatera,Perkebunan Swasta,Pengeringan,1496.2,51030.84,Grade A,76352342.808,2025,6,June,2,Sumatera | Perkebunan Swasta | Pengeringan
2026-02-02,NTT,Perkebunan Swasta,Penggilingan,1257.56,45473.89,Grade A,57186145.108399995,2026,2,February,1,NTT | Perkebunan Swasta | Penggilingan
2024-04-13,Sulawesi,Perkebunan Negara,Penggilingan,1232.27,38931.08,Grade B,47973601.9516,2024,4,April,2,Sulawesi | Perkebunan Negara | Penggilingan
2024-03-16,Jawa Timur,Perkebunan Rakyat,Fermentasi,741.45,25143.56,Grade C,18642692.562000003,2024,3,March,1,Jawa Timur | Perkebunan Rakyat | Fermentasi
2024-11-17,Sumatera,Perkebunan Rakyat,Penggilingan,369.14,58378.01,Grade C,21549658.6114,2024,11,November,4,Sumatera | Perkebunan Rakyat | Penggilingan
2024-01-23,Sulawesi,Perkebunan Rakyat,Penggilingan,1349.86,35390.06,Grade B,47771626.39159999,2024,1,January,1,Sulawesi | Perkebunan Rakyat | Penggilingan
2026-01-07,Sumatera,Perkebunan Negara,Penggilingan,1873.47,43120.15,Grade B,80784307.42050001,2026,1,January,1,Sumatera | Perkebunan Negara | Penggilingan
2024-08-12,Jawa Barat,Perkebunan Swasta,Penggilingan,1427.43,52057.8,Grade B,74308865.45400001,2024,8,August,3,Jawa Barat | Perkebunan Swasta | Penggilingan
2024-07-28,Bali,Perkebunan Rakyat,Roasting,1022.69,47354.59,Grade B,48429065.6471,2024,7,July,3,Bali | Perkebunan Rakyat | Roasting
2025-07-17,Bali,Perkebunan Swasta,Roasting,1138.15,47190.47,Grade A,53709833.43050001,2025,7,July,3,Bali | Perkebunan Swasta | Roasting
2024-07-13,Jawa Barat,Perkebunan Swasta,Fermentasi,1114.34,54423.04,Grade A,60645770.393599994,2024,7,July,3,Jawa Barat | Perkebunan Swasta | Fermentasi
2025-12-22,Bali,Perkebunan Swasta,Pengeringan,630.65,45872.28,Grade A,28929353.382,2025,12,December,4,Bali | Perkebunan Swasta | Pengeringan
2024-11-11,Jawa Barat,Perkebunan Rakyat,Fermentasi,1919.18,43195.37,Grade A,82899690.1966,2024,11,November,4,Jawa Barat | Perkebunan Rakyat | Fermentasi
2024-10-23,NTT,Perkebunan Swasta,Fermentasi,625.15,27673.78,Grade C,17300263.566999998,2024,10,October,4,NTT | Perkebunan Swasta | Fermentasi
2025-08-14,NTT,Perkebunan Swasta,Pengeringan,1556.54,49301.03,Grade A,76739025.23619999,2025,8,August,3,NTT | Perkebunan Swasta | Pengeringan
2024-07-21,Sumatera,Perkebunan Swasta,Fermentasi,776.7,43060.03,Grade B,33444725.301000003,2024,7,July,3,Sumatera | Perkebunan Swasta | Fermentasi
2024-02-18,Jawa Timur,Perkebunan Rakyat,Fermentasi,1876.05,30734.7,Grade C,57659833.935,2024,2,February,1,Jawa Timur | Perkebunan Rakyat | Fermentasi
2024-02-06,Sulawesi,Perkebunan Swasta,Penggilingan,1106.95,31802.38,Grade C,35203644.541,2024,2,February,1,Sulawesi | Perkebunan Swasta | Penggilingan
2024-11-10,Sulawesi,Perkebunan Negara,Penggilingan,1500.48,53227.24,Grade B,79866409.07519999,2024,11,November,4,Sulawesi | Perkebunan Negara | Penggilingan
2025-11-23,Bali,Perkebunan Negara,Pengeringan,647.35,57483.59,Grade A,37212001.9865,2025,11,November,4,Bali | Perkebunan Negara | Pengeringan
2025-09-02,Bali,Perkebunan Rakyat,Penggilingan,1567.25,48757.41,Grade C,76415050.8225,2025,9,September,3,Bali | Perkebunan Rakyat | Penggilingan
2026-02-19,NTT,Perkebunan Rakyat,Penggilingan,1159.11,33707.1,Grade B,39070236.680999994,2026,2,February,1,NTT | Perkebunan Rakyat | Penggilingan
2026-01-29,Sulawesi,Perkebunan Swasta,Roasting,880.21,45689.92,Grade C,40216724.4832,2026,1,January,1,Sulawesi | Perkebunan Swasta | Roasting
2024-10-29,Sumatera,Perkebunan Swasta,Penggilingan,460.28,30053.29,Grade A,13832928.3212,2024,10,October,4,Sumatera | Perkebunan Swasta | Penggilingan
2024-09-13,Sulawesi,Perkebunan Rakyat,Penggilingan,1270.71,39739.89,Grade A,50497875.6219,2024,9,September,3,Sulawesi | Perkebunan Rakyat | Penggilingan
2026-01-08,Jawa Barat,Perkebunan Rakyat,Roasting,654.86,55878.24,Grade A,36592424.2464,2026,1,January,1,Jawa Barat | Perkebunan Rakyat | Roasting
2025-03-04,NTT,Perkebunan Rakyat,Roasting,694.72,36967.56,Grade A,25682103.2832,2025,3,March,1,NTT | Perkebunan Rakyat | Roasting
2025-09-16,Jawa Timur,Perkebunan Negara,Pengeringan,341.45,40668.85,Grade C,13886378.8325,2025,9,September,3,Jawa Timur | Perkebunan Negara | Pengeringan
2024-03-11,Sulawesi,Perkebunan Negara,Fermentasi,226.66,51256.46,Grade A,11617789.2236,2024,3,March,1,Sulawesi | Perkebunan Negara | Fermentasi
2025-06-20,Bali,Perkebunan Negara,Penggilingan,1741.28,57463.29,Grade B,100059677.6112,2025,6,June,2,Bali | Perkebunan Negara | Penggilingan
2024-02-26,NTT,Perkebunan Swasta,Penggilingan,1040.58,54529.23,Grade B,56742026.1534,2024,2,February,1,NTT | Perkebunan Swasta | Penggilingan
2025-08-12,NTT,Perkebunan Rakyat,Roasting,889.94,52227.56,Grade A,46479394.7464,2025,8,August,3,NTT | Perkebunan Rakyat | Roasting
